NCGC00254346-01,CC(C)=CCC\C(C)=C/CO
NCGC00259451-01,CCO[Si](CCC#N)(OCC)OCC
NCGC00160613-02,OC(=O)[C@@H]1CCC(=O)N1
NCGC00258589-01,OCCBr
NCGC00256119-01,OS(=O)(=O)C1=CC(Cl)=C(Cl)C=C1Cl
NCGC00274059-01,COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(N)=N1
NCGC00256784-01,CC1OCCC1=O
NCGC00258210-01,CCOCCOCC
NCGC00182068-04,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1
NCGC00259551-01,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC
NCGC00259187-01,C1=CC2=C(C=C1)C3=C(C=CC=C3)C=C2
NCGC00258843-01,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H]
NCGC00254127-01,CN1SC(Cl)=CC1=O
NCGC00258429-01,CC1=CC=C(C=C1Cl)[N+]([O-])=O
NCGC00254221-01,O1C2=CC=CC=C2C3=C1C=CC=C3
NCGC00256892-01,CC(C)CC(=O)OCC1=CC=CC=C1
NCGC00256310-01,CCOC(OCC)\C=C\CC\C=C/CC
NCGC00259179-01,O=C1CCCN1
NCGC00344532-01,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
NCGC00257453-01,CCC1=CC=CC=C1CC
NCGC00162132-03,Cl.COC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1
NCGC00160450-03,CC(=O)NC1=CC=C(CC(O)=O)C=C1
NCGC00255341-01,C1C=CC=C1
NCGC00255967-01,[Cl-].C[N+](C)(C)CC(O)=O
NCGC00159446-03,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
NCGC00015799-06,Cl.CCCC(C(=O)OCCN(CC)CC)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00181305-01,O.O.O.O.O=C1O[Mg]2(OC(=O)C3=CC=CC=C3O2)OC4=CC=CC=C14
NCGC00258540-01,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])CC(=O)CC[C@]34C
NCGC00258294-01,CCC(C)(C)C(O)=O
NCGC00256821-01,CC\C=C/CCCCO
NCGC00260480-01,[Na+].[Na+].NC1=C(C=C(C2=CC=CC=C12)S([O-])(=O)=O)\N=N\C3=CC=C(C=C3)C4=CC=C(C=C4)\N=N\C5=CC(=C6C=CC=CC6=C5N)S([O-])(=O)=O
NCGC00260466-01,O=C1NC=NC2=C1C=CC=C2
NCGC00259046-01,ClC1=CC=C(C=C1)C(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl
NCGC00258694-01,OC1=C2C=C(C=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O)S(O)(=O)=O
NCGC00256321-01,NC=O
NCGC00016529-07,Cl.CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
NCGC00259247-01,CC1=CC=C(C=C1)S(=O)(=O)N=C=O
NCGC00253640-01,CC1=NC2=CC(Cl)=CC=C2C=C1
NCGC00258620-01,[Na+].CCCCCCCCS([O-])(=O)=O
NCGC00247727-01,Cl.CCCN(CCC)CCC1=CNC2=CC=CC=C12
NCGC00255003-01,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
NCGC00182548-02,[Br-].[Br-].C[N@@+]1(CCF)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)(C3=CC=CC=C3)C4=CC=CC=C4
NCGC00257979-01,CC(C)(C)C(O)=O
NCGC00163803-06,NC1=NC(NC2CC2)=NC(N)=N1
NCGC00258083-01,CC(CCC(O)=O)C(O)=O
NCGC00257255-01,CCCCCCCC[Si](OCC)(OCC)OCC
NCGC00258053-01,O=S1OCCO1
NCGC00015713-13,CCOC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC
NCGC00015661-12,CCOC(=O)[N-]C1=C[N+](=NO1)N2CCOCC2
NCGC00254192-01,CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C3=CC=C(F)C=C3)C=C1
NCGC00255975-01,CCCCCCCCCCCCSC#N
NCGC00259115-01,COC1=CC=C(C=O)C=C1OC
NCGC00015999-19,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
NCGC00258535-01,CN(C)CCCCCCN(C)C
NCGC00258959-01,CC1=CC=C(Cl)C=C1
NCGC00260210-01,CCCC[N+]1(C)CCCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00256645-01,CSC1=NC=CN=C1
NCGC00013095-10,CC(C)=CCC\C(C)=C\CO
NCGC00259499-01,O=C(C1CCCCC1)N2CC3N(CCC4=C3C=CC=C4)C(=O)C2
NCGC00254495-01,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
NCGC00256185-01,CCN1C2=C(C=CC=C2)C3=C1C=CC(=C3)[N+]([O-])=O
NCGC00255861-01,[Cl-].C[N+](C)=CCl
NCGC00258943-01,CCCOCC(C)O
NCGC00258015-01,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC
NCGC00182991-01,CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
NCGC00255823-01,CCCCCCCC1CCCC1=O
NCGC00095192-05,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
NCGC00259555-01,CSC1=NN=C(C(=O)N1N)C(C)(C)C
NCGC00257625-01,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])CC(=O)\C(C[C@]34C)=C/O
NCGC00259924-01,CN1C2=C(NC=N2)C(=O)N(C)C1=O
NCGC00259305-01,CCOP(=S)(OCC)OP(=S)(OCC)OCC
NCGC00254964-01,Cl[Yb](Cl)Cl
NCGC00255801-01,CCOC1=CC=C2NC(C)(C)CC(C)C2=C1
NCGC00256203-01,CC1=CC(O)CC(C)(C)C1
NCGC00258676-01,C=CCCC#N
NCGC00256454-01,CN(C)CCO
NCGC00256524-01,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
NCGC00260266-01,BrCCCCCBr
NCGC00260494-01,CC(C)=CCC1=C(O)C(=O)C2=C(C=CC=C2)C1=O
NCGC00183000-01,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F
NCGC00256223-01,CCOC(=O)CCC1=CC=CC=C1
NCGC00254297-01,CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]4C[C@H]4C(=O)N3C)[C@@H](N1)C5=CC=CC=C5
NCGC00259705-01,CC(=O)CCC=C(C)CCC=C(C)C
NCGC00255657-01,OC1OCCOC1O
NCGC00259144-01,COP(=S)(OC)OC1=CC(C)=C(SC)C=C1
NCGC00258831-01,CCCCCCCC(O)=O
NCGC00256257-01,CCOCCOCCOC(=O)C=C
NCGC00256776-01,C(N1CCCCC1)N2CCCCC2
NCGC00258505-01,COC1=CC(Cl)=CC=C1Cl
NCGC00258968-01,CC(Br)C(O)=O
NCGC00258874-01,OCCC1=CC=CC=C1
NCGC00344572-01,[Na+].[H][C@]12COC(C)(C)O[C@@]1([H])[C@]3([H])OC(C)(C)O[C@@]3(O2)C([O-])=O
NCGC00256604-01,CCCCNC(N)=O
NCGC00259055-01,N1C=CN=C1
NCGC00257512-01,CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC
NCGC00256458-01,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(O)=CC(O)=C3
NCGC00257760-01,C[C@@H]1CCC(=C(C)C)C(=O)C1
NCGC00259094-01,CN(C)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00254838-01,OCCC1=NC=CC=C1
NCGC00090698-06,N=C(NC1=CC=CC=C1)NC2=CC=CC=C2
NCGC00024740-04,ClC1=CC=CC(SC2CCNCC2)=N1
NCGC00256819-01,CC(C)COC(=O)C=CC1=CC=CC=C1
NCGC00256418-01,OC(=O)C(\Cl)=C(\Cl)C=O
NCGC00179685-03,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00253715-01,CC(=O)N1CCN(CC1)C2=CC=C(O)C=C2
NCGC00254785-01,CC1=CC=C(C)C2=C1C=CC=C2
NCGC00257798-01,O=C1CCCC1
NCGC00256140-01,CC(C)CCCCCOC(=O)CCS
NCGC00257473-01,[H][C@@]12CC[C@@H](C)[C@]13C[C@@H](C(C)=C(C3)C(C)=O)C2(C)C
NCGC00257550-01,CC(=O)NC1=CC(Cl)=C(C)C=C1
NCGC00095188-05,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1
NCGC00256434-01,OC1CCCCC1
NCGC00257440-01,Cl.NC1=CC=C(C=C1)C(C2=CC=C(N)C=C2)=C3C=CC(=N)C=C3
NCGC00254078-01,OC1=C(Cl)C=C(Cl)C=C1Cl
NCGC00254706-01,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C
NCGC00254062-01,CCC(C)C1=CC=C(O)C=C1
NCGC00255131-01,CC(C)C1=CC=CC(C(C)C)=C1N
NCGC00167453-02,CCC(C)(OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(OC(C)(CC)C(O)=O)C=C3)C(O)=O
NCGC00256710-01,CCCCCC(=O)OCC\C=C/CC
NCGC00024994-06,Cl.C[C@H](CC1=CC=CC=C1)N(C)CC#C
NCGC00257454-01,O.Cl.Cl.[H][C@@]12CC3=C(C(O)=C(O)C=C3)C4=C1C(CCN2C)=CC=C4.[H][C@@]56CC7=C(C(O)=C(O)C=C7)C8=C5C(CCN6C)=CC=C8
NCGC00254510-01,COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl
NCGC00015323-11,[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
NCGC00255142-01,CC(CN)CCCN
NCGC00256133-01,ClC1=C(Cl)C(Cl)=C(Cl)C(=N1)C(Cl)(Cl)Cl
NCGC00259380-01,CC1=C(C)C(O)=CC=C1
NCGC00257688-01,OS(O)(=O)=O.NNCCC1=CC=CC=C1
NCGC00274064-01,[H][C@@]12C[C@@H](C)[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00256878-01,CCC(=O)OC(C)(CCC=C(C)C)C=C
NCGC00257592-01,CC(C)OCC1CO1
NCGC00259517-01,CNC(=O)OC1=CC=CC=C1OC(C)C
NCGC00259264-01,CCCCCCCCCl
NCGC00256782-01,CC(=O)OC1C(C)(C)C2CCC1(C)C2
NCGC00256759-01,CCC(C)C(=O)OCCC1=CC=CC=C1
NCGC00259173-01,NC1=NC(=NC(N)=N1)C2=CC=CC=C2
NCGC00257564-01,CC(C)C1CCC(C)CC1O
NCGC00256486-01,CCCCCCCCCCCC(O)=O
NCGC00257229-01,CNC(=O)O\N=C\C(C)(C)S(C)(=O)=O
NCGC00256421-01,O=NN1CCCC1
NCGC00259801-01,CC1=CC(C)=C(O)C(C)=C1
NCGC00256260-01,CC(CC=O)C1=CC=CC=C1
NCGC00260059-01,CCO
NCGC00095074-05,OCCSCCO
NCGC00259615-01,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1
NCGC00255170-01,CN(C)C
NCGC00254161-01,CCC(C)=NO
NCGC00254729-01,CCOP(=S)(OCC)SCCl
NCGC00167499-02,Cl.CC(=O)OCC(=O)NCCCOC1=CC(CN2CCCCC2)=CC=C1
NCGC00091612-09,CC(=O)OCC(COC(C)=O)OC(C)=O
NCGC00253956-01,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1
NCGC00255564-01,CCC(C)C1=CC(=CC(=C1OC(=O)OC(C)C)[N+]([O-])=O)[N+]([O-])=O
NCGC00259640-01,NC1=CC2=C(C=CC=C2)C=C1
NCGC00258453-01,[O-][N+](=O)C(Br)Br
NCGC00260363-01,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00016327-11,COC1=C2OC(C)=CC(=O)C2=C(OC)C3=C1OC=C3
NCGC00259214-01,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C
NCGC00160676-02,CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00255086-01,C1COC=CC1
NCGC00016567-05,CC(C)C[C@H](NC(C)=O)C(O)=O
NCGC00259869-01,CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C
NCGC00255635-01,CN(C)CCCNC(=O)C(C)=C
NCGC00257416-01,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
NCGC00260321-01,[K+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
NCGC00260121-01,[OH-].C[N+](C)(C)C
NCGC00255827-01,COP(N)(=S)OC1=C(C=CC=C1)C(=O)OC(C)C
NCGC00090766-07,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00018117-17,CN1C2=C(NC=N2)C(=O)N(C)C1=O
NCGC00255049-01,O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2
NCGC00260521-01,CC1=NC2=C(S1)C=CC=C2
NCGC00255368-01,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
NCGC00016410-13,N1C(=NC2=C1C=CC=C2)C3=CSC=N3
NCGC00015012-09,CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1
NCGC00255924-01,O=C(C(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00256928-01,OC1=C(C=CC=C1)C(=O)OCC2=CC=CC=C2
NCGC00162052-05,Cl.CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](O)CO
NCGC00255074-01,CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1
NCGC00247684-01,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3
NCGC00255545-01,[Na+].[Na+].[O-]S(=O)(=O)C1=CC(=C2N=C(C=CC2=C1)C3C(=O)C4=C(C=CC=C4)C3=O)S([O-])(=O)=O
NCGC00167737-02,Cl.NCCNC(=O)C1=NC=C(Cl)C=C1
NCGC00229704-01,CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C3=CC=C(S3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
NCGC00260217-01,[Br-].CCC[N+]1(C)CCCCC1
NCGC00259454-01,NS(O)(=O)=O
NCGC00259623-01,ClCCOCCCl
NCGC00259569-01,O=C1C=CC(=O)C=C1
NCGC00258601-01,CC1=CNC=N1
NCGC00254123-01,OC(CCl)CCl
NCGC00257228-01,CC(C)C1=CC=CC(C(C)C)=C1O
NCGC00257421-01,O.O.O.[PbH2++].CC([O-])=O.CC([O-])=O
NCGC00255616-01,CCC(C)C1CCCCC1=O
NCGC00023234-05,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]4([H])[C@@]2([H])C[C@H](F)C5=CC(=O)CC[C@]45C
NCGC00179680-05,ClC1=CC=CC(Cl)=C1N=C2NCCN2
NCGC00256743-01,CC=C(C)C(=O)OCCC(C)CCC=C(C)C
NCGC00255621-01,CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
NCGC00255561-01,CN(C)C(=O)OC1=NN(C(=O)N(C)C)C(C)=C1
NCGC00167514-02,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCCC=C4CC[C@@]23[H]
NCGC00260328-01,O=NN1CCN(CC1)N=O
NCGC00259871-01,C[Sn](Cl)(Cl)Cl
NCGC00255648-01,[Cl-].CC[N+](CC)(CC)CC
NCGC00258869-01,CCCCOCCOCCSC#N
NCGC00260175-01,[Cl-].CCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C
NCGC00254683-01,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1
NCGC00259963-01,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
NCGC00254080-01,N#CCCCCC#N
NCGC00259698-01,CCCCCCCCCCCC(O)=O
NCGC00259756-01,BrCC#N
NCGC00164375-03,CC(O)COC1=CC=CC=C1
NCGC00256508-01,OC(=O)CCCCCCCC(O)=O
NCGC00257832-01,CC(=O)OC(C)=O
NCGC00262964-01,Cl.CCOC1=C(OCC2CNCCO2)C=CC=C1
NCGC00257533-01,OCC(O)=O
NCGC00258568-01,C1CC=CCCC=C1
NCGC00249916-01,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2
NCGC00168266-02,Cl.CNC(C)CC1=CC=C2OCOC2=C1
NCGC00259353-01,O=C\C=C\C1=CC=CC=C1
NCGC00254595-01,COC1=CC=C(C=C1)C(C)=O
NCGC00262939-01,C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C2/CCOC(=O)S2
NCGC00258449-01,CC(C)(C)NSC1=NC2=C(S1)C=CC=C2
NCGC00257953-01,ClC1=CC=C(Cl)C=C1
NCGC00259550-01,COC1=CC=C(C=CC)C=C1
NCGC00260250-01,[Br-].CCCC[N+]1(C)CCCC1
NCGC00253684-01,OC1(CCNCC1)C2=CC=CC=C2
NCGC00257971-01,CC(O)(P(O)(O)=O)P(O)(O)=O
NCGC00178815-03,O.O.[Na+].CN1C(CC([O-])=O)=CC=C1C(=O)C2=CC=C(C)C=C2
NCGC00259195-01,NC(CO)(CO)CO
NCGC00256622-01,CC1=CCCC(C)(C)C1\C=C\C(=O)CCC=C
NCGC00182713-01,FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl
NCGC00256118-01,OCCSC1=CC=CC=C1
NCGC00256942-01,C1COCCN1
NCGC00254971-01,BrCCCCBr
NCGC00254999-01,CCOP(=S)(OCC)OC1=C(Cl)C=C(Br)C(Cl)=C1
NCGC00258654-01,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl
NCGC00258051-01,[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C2=CC=CC=C2
NCGC00256956-01,CC(=C)C#N
NCGC00255943-01,CC(=O)C1=CC=C(C)C=C1
NCGC00258604-01,[Na+].CCOC(=O)CC([O-])C(=O)OCC
NCGC00257007-01,C[Si](C)(C)O[Si](C)(C)C
NCGC00256179-01,CC1CC(=O)CC(C)(C)C1
NCGC00254980-01,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC(C1=CC=CC=C1)C2=C(C)C=CC=C2
NCGC00255175-01,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1
NCGC00255582-01,C=CCCCCCCCCC=O
NCGC00254825-01,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3
NCGC00257693-01,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C
NCGC00257361-01,[K+].CC1=CC(=O)[N-]S(=O)(=O)O1
NCGC00257790-01,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00254840-01,C=CC(=O)OCCCCOC(=O)C=C
NCGC00259064-01,CC(C)OB(OC(C)C)OC(C)C
NCGC00160515-02,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O
NCGC00167456-02,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(\C)N(CC1=C(N)N=C(C)N=C1)C=O)=C(/C)N(CC2=C(N)N=C(C)N=C2)C=O
NCGC00260069-01,NCCS(O)(=O)=O
NCGC00255166-01,Br.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)C4=CC=CC=C4
NCGC00259257-01,O=NC1=CC=C(NC2=CC=CC=C2)C=C1
NCGC00015590-06,O=C1N(C2=CC=CC=C2C1(CC3=CC=NC=C3)CC4=CC=NC=C4)C5=CC=CC=C5
NCGC00263577-01,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1
NCGC00256733-01,COC(=O)C=C(C)CCC=C(C)C
NCGC00255243-01,CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
NCGC00260101-01,Cl[Si](Cl)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00167510-02,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
NCGC00254245-01,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00254374-01,O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00013565-03,CC(C)C[C@@H](N)C(O)=O
NCGC00259351-01,CCC1=CC=CC(C)=C1N
NCGC00181170-02,CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl
NCGC00259488-01,OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O
NCGC00257974-01,COCCOC
NCGC00257755-01,CC1=CC=CC(=C1C(O)=O)[N+]([O-])=O
NCGC00258486-01,NC1=C(O)C=CC=C1
NCGC00271749-02,Cl.[H][C@]12CN(C[C@@]1([H])NCCC2)C3=C(F)C=C4C(=O)C(=CN(C5CC5)C4=C3OC)C(O)=O
NCGC00015269-06,CN(C1CCCCC1)C(=O)CCCOC2=CC=C3NC(=O)C=CC3=C2
NCGC00256416-01,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
NCGC00256088-01,CC(=C)C(=O)OCC(C)(C)COC(=O)C(C)=C
NCGC00258530-01,CCOP(Cl)(=S)OCC
NCGC00254271-01,COC(=O)CC(=O)OC
NCGC00018215-06,Cl.CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
NCGC00159383-04,CCCOC(=O)C1=CC=CC=C1
NCGC00274078-01,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00166139-03,CCOC1=CC=C(NC(=O)CC(C)O)C=C1
NCGC00260346-01,O=CC=C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00247732-01,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2
NCGC00094817-05,CCC(=O)C1=C(O)C=C(O)C=C1O
NCGC00164515-02,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
NCGC00259096-01,COC1=CC2=C(C(OC)=C1OC)C3=CC=C(OC)C(=O)C=C3[C@H](CC2)NC(C)=O
NCGC00255721-01,CC(C)C1=CC=CC(O)=C1
NCGC00015410-08,CCC1(CC2=C(O1)C=CC=C2)C3=NCCN3
NCGC00254653-01,CCNC1=NC(NCC)=NC(Cl)=N1
NCGC00258649-01,CC(C)=CC(=O)C=C(C)C
NCGC00256362-01,N#CC(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00255121-01,CC(C)[C@H](C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C3=CC=C(OC(F)F)C=C3
NCGC00259286-01,OC1=CC=CC=C1C=O
NCGC00256977-01,CC(=O)OC(C)(C)C1CCC(C)=CC1
NCGC00255445-01,COC(OC)(C(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00257196-01,CCCCCCCCCCCCN(C)C
NCGC00258992-01,CC(=C)[C@H]1CC=C(C)C(=O)C1
NCGC00256721-01,[K+].[O-]Cl(=O)=O
NCGC00253995-01,[O-][N+](=O)C1=CC=C(Cl)C=C1
NCGC00259343-01,CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C
NCGC00091505-07,[O-][N+](=O)C1=CC=C(O1)C=NN2CC(=O)NC2=O
NCGC00256431-01,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
NCGC00255076-01,O=C1NC(=O)C2CC=CCC12
NCGC00257478-01,CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C
NCGC00179392-03,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(Cl)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00164574-06,COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC
NCGC00259492-01,COC1=CC=C(C=O)C=C1
NCGC00255457-01,CC(C(O)=O)C1=CC=C(C(F)=C1)C2=CC=CC=C2
NCGC00257618-01,[H][C@@]1(OC[C@H](OCCO)[C@H]1OCCO)[C@H](O)COC(=O)CCCCCCCCCCC
NCGC00016271-05,Cl.C(C1=NCCN1)C2=CC=CC=C2
NCGC00256809-01,CCCCCC(=O)C=C
NCGC00024589-06,CC(C)NCC(O)C1=CC=C(N)C(=C1)C#N
NCGC00256403-01,NC(=O)NC1NC(=O)NC1=O
NCGC00260371-01,CCCCCCCCCCCCCCCCCBr
NCGC00257666-01,CC1=CCC(CC1)C(C)(C)O
NCGC00167434-02,[K+].CC1=CC=CN2C(=O)C(=CN=C12)C3=NN=N[N-]3
NCGC00256395-01,NC1=C(O)C=CC(=C1)[N+]([O-])=O
NCGC00163319-03,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O
NCGC00256636-01,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C
NCGC00254252-01,CC(C)=CCCC(=C)C=C
NCGC00255468-01,OC(=O)C1=C(N=CC=C1)C(O)=O
NCGC00260270-01,CCCCCCCCCCCCCCCCBr
NCGC00188943-03,OC(=O)C1=CC(O)=NC(O)=N1
NCGC00258060-01,CC1=C(O)C=CC(O)=C1
NCGC00257754-01,OCC=C
NCGC00259740-01,O=CC1=CC=CO1
NCGC00257952-01,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl
NCGC00257788-01,O=C=NC1CCCCC1
NCGC00257182-01,OC(=O)CC#N
NCGC00253632-01,[H][C@@](OC1=NC(OC)=CC(OC)=N1)(C(O)=O)C(OC)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00257280-01,CCCCCC1=CC=C(Cl)C=C1
NCGC00257177-01,CCCCC(CC)COC(=O)C(C)=C
NCGC00259943-01,CC1=CC=C(C=C)C=C1
NCGC00255813-01,CCN1CCCC1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O
NCGC00258366-01,CCCCCCCCCCCl
NCGC00023722-08,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O
